TransactionID,Date,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,Region,Channel
TX-14208,2026-03-18,CUST-0424,Fashion,Kaos Polos Cotton,3,85000,15000,240000,Cash,Jawa Timur,Offline
TX-14209,2026-03-18,CUST-0196,Fashion,Kemeja Batik Pria,1,180000,0,180000,GoPay,Jabodetabek,Online
TX-14210,2026-03-18,CUST-0181,Groceries,Beras Premium 5kg,4,74000,5000,291000,OVO,Jawa Barat,Offline
TX-14211,2026-03-18,CUST-0816,Groceries,Minyak Goreng 2L,4,38000,15000,137000,OVO,Jabodetabek,Offline
TX-14212,2026-03-18,CUST-0300,Groceries,Susu UHT Cokelat 1L,4,18500,15000,59000,GoPay,Jawa Barat,Offline
TX-14213,2026-03-18,CUST-0951,Groceries,Beras Premium 5kg,2,74000,0,148000,Cash,Jawa Timur,Offline
TX-14214,2026-03-18,CUST-0086,Fashion,Gamis Muslimah Premium,1,350000,15000,335000,Transfer BCA,Jawa Barat,Offline
TX-14215,2026-03-18,CUST-0391,Groceries,Susu UHT Cokelat 1L,5,18500,0,92500,OVO,Jabodetabek,Online
TX-14216,2026-03-18,CUST-0678,Fashion,Celana Chino Slimfit,2,195000,20000,370000,Cash,Jabodetabek,Offline
TX-14217,2026-03-18,CUST-0467,Groceries,Sirup Cocopandan,3,22000,0,66000,Cash,Jabodetabek,Offline
TX-14218,2026-03-18,CUST-0064,Home Living,Bantal Kepala Serat Silikon,2,60000,5000,115000,Cash,Jawa Barat,Offline
TX-14219,2026-03-18,CUST-0648,Fashion,Kemeja Batik Pria,5,180000,0,900000,GoPay,Jawa Barat,Online
TX-14220,2026-03-18,CUST-0745,Fashion,Hijab Voal Square,3,45000,0,135000,GoPay,Jawa Barat,Offline
TX-14221,2026-03-18,CUST-0963,Home Living,Bantal Kepala Serat Silikon,2,60000,20000,100000,Cash,Jawa Timur,Offline
TX-14222,2026-03-18,CUST-0071,Electronics,Kipas Angin Cosmos,3,320000,0,960000,ShopeePay,Jawa Barat,Online
TX-14223,2026-03-18,CUST-0530,Groceries,Indomie Goreng 1 Dus,8,115000,10000,910000,GoPay,Jabodetabek,Online
TX-14224,2026-03-18,CUST-0544,Fashion,Hijab Voal Square,3,45000,10000,125000,OVO,Jabodetabek,Online
TX-14225,2026-03-18,CUST-0240,Groceries,Minyak Goreng 2L,3,38000,0,114000,OVO,Jabodetabek,Online
TX-14226,2026-03-18,CUST-0571,Groceries,Kopi Susu Aren 1L,1,65000,10000,55000,Transfer BCA,Jawa Timur,Online
TX-14227,2026-03-18,CUST-0870,Home Living,Rak Sepatu Minimalis,1,125000,10000,115000,Cash,Sulawesi,Offline
TX-14228,2026-03-18,CUST-0658,Fashion,Kaos Polos Cotton,3,85000,5000,250000,ShopeePay,Jabodetabek,Online
TX-14229,2026-03-18,CUST-0172,Fashion,Kemeja Batik Pria,3,180000,20000,520000,GoPay,Jawa Timur,Offline
TX-14230,2026-03-18,CUST-0121,Electronics,"Smart TV Xiaomi 32""",1,1990000,5000,1985000,ShopeePay,Jawa Timur,Online
TX-14231,2026-03-18,CUST-0436,Electronics,"Smart TV Xiaomi 32""",1,1990000,15000,1975000,ShopeePay,Jabodetabek,Online
TX-14232,2026-03-18,CUST-0560,Groceries,Minyak Goreng 2L,3,38000,0,114000,Cash,Jawa Barat,Offline
TX-14233,2026-03-18,CUST-0096,Home Living,Sprei Microfiber King,3,145000,0,435000,GoPay,Jabodetabek,Offline
TX-14234,2026-03-18,CUST-0828,Fashion,Celana Chino Slimfit,3,195000,20000,565000,Transfer BCA,Jawa Tengah,Offline
TX-14235,2026-03-18,CUST-0316,Electronics,Air Fryer Philips,5,1200000,0,6000000,ShopeePay,Jabodetabek,Online
TX-14236,2026-03-18,CUST-0856,Fashion,Kemeja Batik Pria,1,180000,20000,160000,Cash,Jabodetabek,Offline
TX-14237,2026-03-18,CUST-0353,Fashion,Gamis Muslimah Premium,3,350000,20000,1030000,Credit Card,Jawa Barat,Offline
TX-14238,2026-03-18,CUST-0786,Groceries,Minyak Goreng 2L,2,38000,10000,66000,ShopeePay,Jabodetabek,Online
TX-14239,2026-03-18,CUST-0095,Groceries,Sirup Cocopandan,6,22000,10000,122000,GoPay,Jawa Timur,Offline
TX-14240,2026-03-18,CUST-0271,Fashion,Kaos Polos Cotton,3,85000,15000,240000,Cash,Sumatera,Offline
TX-14241,2026-03-18,CUST-0962,Groceries,Minyak Goreng 2L,1,38000,0,38000,GoPay,Jawa Tengah,Online
TX-14242,2026-03-18,CUST-0138,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,GoPay,Jawa Barat,Offline
TX-14243,2026-03-18,CUST-0170,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Cash,Jawa Timur,Offline
TX-14244,2026-03-18,CUST-0263,Fashion,Kemeja Batik Pria,2,180000,5000,355000,Transfer BCA,Jabodetabek,Online
TX-14245,2026-03-18,CUST-0617,Groceries,Minyak Goreng 2L,3,38000,0,114000,ShopeePay,Sumatera,Online
TX-14246,2026-03-18,CUST-0372,Home Living,Wajan Teflon Anti Lengket,1,185000,0,185000,OVO,Jabodetabek,Online
TX-14247,2026-03-18,CUST-0819,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,Cash,Jabodetabek,Offline
TX-14248,2026-03-18,CUST-0401,Fashion,Kaos Polos Cotton,3,85000,15000,240000,GoPay,Jawa Tengah,Offline
TX-14249,2026-03-18,CUST-0966,Groceries,Sirup Cocopandan,3,22000,10000,56000,ShopeePay,Jabodetabek,Online
TX-14250,2026-03-18,CUST-0334,Fashion,Hijab Voal Square,1,45000,0,45000,GoPay,Jabodetabek,Offline
TX-14251,2026-03-18,CUST-0765,Electronics,"Smart TV Xiaomi 32""",3,1990000,10000,5960000,OVO,Jabodetabek,Online
TX-14252,2026-03-18,CUST-0303,Electronics,Air Fryer Philips,2,1200000,0,2400000,ShopeePay,Sumatera,Online
TX-14253,2026-03-18,CUST-0975,Groceries,Kopi Susu Aren 1L,2,65000,5000,125000,Transfer BCA,Jabodetabek,Offline
TX-14254,2026-03-18,CUST-0245,Fashion,Kaos Polos Cotton,2,85000,0,170000,GoPay,Jabodetabek,Online
TX-14255,2026-03-18,CUST-0235,Fashion,Celana Chino Slimfit,3,195000,10000,575000,Transfer BCA,Sumatera,Offline
TX-14256,2026-03-18,CUST-0960,Home Living,Bantal Kepala Serat Silikon,2,60000,0,120000,GoPay,Sumatera,Offline
TX-14257,2026-03-18,CUST-0754,Groceries,Kopi Susu Aren 1L,2,65000,0,130000,GoPay,Jawa Barat,Offline
TX-14258,2026-03-18,CUST-0707,Home Living,Rak Sepatu Minimalis,1,125000,5000,120000,GoPay,Jawa Tengah,Offline
TX-14259,2026-03-18,CUST-0675,Electronics,Air Fryer Philips,2,1200000,15000,2385000,Cash,Sumatera,Offline
TX-14260,2026-03-18,CUST-0277,Fashion,Gamis Muslimah Premium,1,350000,15000,335000,GoPay,Sulawesi,Online
TX-14261,2026-03-18,CUST-0325,Fashion,Celana Chino Slimfit,2,195000,0,390000,ShopeePay,Jawa Tengah,Online
TX-14262,2026-03-18,CUST-0125,Groceries,Minyak Goreng 2L,2,38000,20000,56000,GoPay,Jabodetabek,Offline
TX-14263,2026-03-19,CUST-0270,Groceries,Minyak Goreng 2L,2,38000,0,76000,Cash,Jawa Barat,Offline
TX-14264,2026-03-19,CUST-0622,Groceries,Sirup Cocopandan,6,22000,10000,122000,OVO,Jawa Barat,Online
TX-14265,2026-03-19,CUST-0769,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,GoPay,Jabodetabek,Offline
TX-14266,2026-03-19,CUST-0426,Electronics,Rice Cooker Yong Ma,3,650000,20000,1930000,GoPay,Jawa Barat,Online
TX-14267,2026-03-19,CUST-0890,Fashion,Hijab Voal Square,3,45000,0,135000,GoPay,Jabodetabek,Offline
TX-14268,2026-03-19,CUST-0782,Fashion,Celana Chino Slimfit,1,195000,5000,190000,GoPay,Sumatera,Online
TX-14269,2026-03-19,CUST-0179,Electronics,Kipas Angin Cosmos,3,320000,10000,950000,Cash,Jawa Tengah,Offline
TX-14270,2026-03-19,CUST-0572,Fashion,Gamis Muslimah Premium,2,350000,0,700000,Cash,Jabodetabek,Offline
TX-14271,2026-03-19,CUST-0861,Groceries,Indomie Goreng 1 Dus,6,115000,20000,670000,ShopeePay,Sumatera,Online
TX-14272,2026-03-19,CUST-0795,Home Living,Sprei Microfiber King,3,145000,0,435000,OVO,Jabodetabek,Online
TX-14273,2026-03-19,CUST-0388,Groceries,Sirup Cocopandan,5,22000,0,110000,GoPay,Jabodetabek,Offline
TX-14274,2026-03-19,CUST-0181,Groceries,Minyak Goreng 2L,2,38000,20000,56000,GoPay,Jabodetabek,Online
TX-14275,2026-03-19,CUST-0913,Groceries,Minyak Goreng 2L,3,38000,0,114000,Cash,Jabodetabek,Offline
TX-14276,2026-03-19,CUST-0092,Groceries,Kopi Susu Aren 1L,1,65000,19500,45500,OVO,Jawa Barat,Offline
TX-14277,2026-03-19,CUST-0394,Electronics,Air Fryer Philips,4,1200000,5000,4795000,GoPay,Sumatera,Offline
TX-14278,2026-03-19,CUST-0675,Groceries,Susu UHT Cokelat 1L,1,18500,5550,12950,OVO,Sumatera,Online
TX-14279,2026-03-19,CUST-0581,Groceries,Sirup Cocopandan,3,22000,5000,61000,Cash,Jabodetabek,Offline
TX-14280,2026-03-19,CUST-0860,Groceries,Susu UHT Cokelat 1L,1,18500,5550,12950,Cash,Jabodetabek,Offline
TX-14281,2026-03-19,CUST-0727,Home Living,Wajan Teflon Anti Lengket,2,185000,0,370000,Transfer BCA,Jawa Timur,Offline
TX-14282,2026-03-19,CUST-0320,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Transfer BCA,Jabodetabek,Offline
TX-14283,2026-03-19,CUST-0749,Groceries,Indomie Goreng 1 Dus,4,115000,0,460000,ShopeePay,Jabodetabek,Online
TX-14284,2026-03-19,CUST-0008,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,Credit Card,Sumatera,Online
TX-14285,2026-03-19,CUST-0191,Home Living,Wajan Teflon Anti Lengket,2,185000,5000,365000,GoPay,Jabodetabek,Offline
TX-14286,2026-03-19,CUST-0197,Groceries,Minyak Goreng 2L,4,38000,0,152000,Cash,Jawa Tengah,Offline
TX-14287,2026-03-19,CUST-0205,Groceries,Indomie Goreng 1 Dus,6,115000,10000,680000,GoPay,Jabodetabek,Online
TX-14288,2026-03-19,CUST-0207,Groceries,Beras Premium 5kg,3,74000,15000,207000,Cash,Jabodetabek,Offline
TX-14289,2026-03-19,CUST-0862,Home Living,Rak Sepatu Minimalis,2,125000,10000,240000,Transfer BCA,Jawa Barat,Offline
TX-14290,2026-03-19,CUST-0013,Groceries,Sirup Cocopandan,5,22000,20000,90000,ShopeePay,Jawa Barat,Online
TX-14291,2026-03-19,CUST-0247,Fashion,Gamis Muslimah Premium,2,350000,5000,695000,ShopeePay,Jabodetabek,Online
TX-14292,2026-03-19,CUST-0889,Fashion,Hijab Voal Square,3,45000,0,135000,Transfer BCA,Jawa Timur,Online
TX-14293,2026-03-19,CUST-0266,Groceries,Sirup Cocopandan,4,22000,0,88000,GoPay,Jabodetabek,Online
TX-14294,2026-03-19,CUST-0564,Groceries,Sirup Cocopandan,6,22000,5000,127000,OVO,Sumatera,Online
TX-14295,2026-03-19,CUST-0742,Home Living,Sprei Microfiber King,3,145000,10000,425000,Cash,Jabodetabek,Offline
TX-14296,2026-03-19,CUST-0031,Groceries,Minyak Goreng 2L,2,38000,0,76000,Transfer BCA,Jawa Timur,Offline
TX-14297,2026-03-19,CUST-0291,Home Living,Bantal Kepala Serat Silikon,2,60000,20000,100000,GoPay,Jawa Tengah,Online
TX-14298,2026-03-19,CUST-0939,Home Living,Sprei Microfiber King,2,145000,0,290000,Cash,Jabodetabek,Offline
TX-14299,2026-03-19,CUST-0771,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,OVO,Jawa Timur,Offline
TX-14300,2026-03-19,CUST-0971,Home Living,Rak Sepatu Minimalis,4,125000,15000,485000,GoPay,Jabodetabek,Online
TX-14301,2026-03-19,CUST-0053,Groceries,Beras Premium 5kg,3,74000,0,222000,Cash,Kalimantan,Offline
TX-14302,2026-03-19,CUST-0998,Groceries,Susu UHT Cokelat 1L,1,18500,0,18500,Cash,Jawa Timur,Offline
TX-14303,2026-03-19,CUST-0039,Home Living,Sprei Microfiber King,3,145000,10000,425000,OVO,Jabodetabek,Online
TX-14304,2026-03-19,CUST-0700,Fashion,Celana Chino Slimfit,1,195000,10000,185000,Cash,Jabodetabek,Offline
TX-14305,2026-03-19,CUST-0698,Groceries,Kopi Susu Aren 1L,2,65000,15000,115000,ShopeePay,Sumatera,Online
TX-14306,2026-03-19,CUST-0166,Groceries,Kopi Susu Aren 1L,1,65000,15000,50000,OVO,Jabodetabek,Online
TX-14307,2026-03-19,CUST-0099,Groceries,Indomie Goreng 1 Dus,4,115000,15000,445000,Cash,Jawa Barat,Offline
TX-14308,2026-03-19,CUST-0217,Fashion,Hijab Voal Square,5,45000,0,225000,Transfer BCA,Sumatera,Online
TX-14309,2026-03-19,CUST-0975,Fashion,Hijab Voal Square,2,45000,0,90000,Cash,Kalimantan,Offline
TX-14310,2026-03-19,CUST-0801,Fashion,Celana Chino Slimfit,2,195000,20000,370000,Cash,Sumatera,Offline
TX-14311,2026-03-19,CUST-0837,Groceries,Kopi Susu Aren 1L,2,65000,0,130000,Cash,Jawa Barat,Offline
TX-14312,2026-03-19,CUST-0665,Electronics,Rice Cooker Yong Ma,1,650000,0,650000,GoPay,Jawa Tengah,Offline
TX-14313,2026-03-19,CUST-0018,Electronics,"Smart TV Xiaomi 32""",1,1990000,5000,1985000,GoPay,Jabodetabek,Offline
TX-14314,2026-03-19,CUST-0110,Groceries,Sirup Cocopandan,4,22000,15000,73000,Transfer BCA,Jabodetabek,Online
TX-14315,2026-03-19,CUST-0743,Fashion,Celana Chino Slimfit,4,195000,0,780000,Cash,Jabodetabek,Offline
TX-14316,2026-03-19,CUST-0811,Electronics,Blender Miyako,2,280000,10000,550000,Transfer BCA,Jawa Tengah,Offline
TX-14317,2026-03-19,CUST-0347,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,Transfer BCA,Jawa Timur,Offline
TX-14318,2026-03-19,CUST-0881,Groceries,Minyak Goreng 2L,3,38000,20000,94000,Cash,Jawa Barat,Offline
TX-14319,2026-03-19,CUST-0067,Fashion,Kaos Polos Cotton,3,85000,5000,250000,GoPay,Sumatera,Offline
TX-14320,2026-03-19,CUST-0571,Home Living,Rak Sepatu Minimalis,2,125000,15000,235000,Transfer BCA,Jabodetabek,Offline
TX-14321,2026-03-19,CUST-0911,Groceries,Sirup Cocopandan,4,22000,15000,73000,Transfer BCA,Jabodetabek,Offline
TX-14322,2026-03-19,CUST-0613,Groceries,Indomie Goreng 1 Dus,7,115000,0,805000,Cash,Jawa Barat,Offline
TX-14323,2026-03-19,CUST-0169,Fashion,Kemeja Batik Pria,1,180000,0,180000,Cash,Sulawesi,Offline
TX-14324,2026-03-19,CUST-0650,Fashion,Hijab Voal Square,3,45000,0,135000,Cash,Jabodetabek,Offline
TX-14325,2026-03-19,CUST-0112,Electronics,Rice Cooker Yong Ma,1,650000,0,650000,OVO,Jabodetabek,Online
TX-14326,2026-03-19,CUST-0877,Groceries,Sirup Cocopandan,5,22000,5000,105000,Cash,Jawa Timur,Offline
TX-14327,2026-03-19,CUST-0149,Fashion,Celana Chino Slimfit,2,195000,15000,375000,ShopeePay,Jabodetabek,Online
TX-14328,2026-03-19,CUST-0747,Fashion,Celana Chino Slimfit,3,195000,5000,580000,Credit Card,Jabodetabek,Online
TX-14329,2026-03-19,CUST-0137,Groceries,Beras Premium 5kg,2,74000,0,148000,Cash,Jawa Tengah,Offline
TX-14330,2026-03-19,CUST-0185,Fashion,Gamis Muslimah Premium,2,350000,10000,690000,OVO,Jabodetabek,Online
TX-14331,2026-03-19,CUST-0811,Fashion,Gamis Muslimah Premium,2,350000,15000,685000,Cash,Sulawesi,Offline
TX-14332,2026-03-19,CUST-0312,Groceries,Minyak Goreng 2L,5,38000,15000,175000,Cash,Jawa Barat,Offline
TX-14333,2026-03-19,CUST-0020,Groceries,Beras Premium 5kg,3,74000,0,222000,Cash,Jabodetabek,Offline
TX-14334,2026-03-19,CUST-0602,Groceries,Beras Premium 5kg,1,74000,20000,54000,Cash,Jabodetabek,Offline
TX-14335,2026-03-20,CUST-0521,Fashion,Kaos Polos Cotton,3,85000,15000,240000,Cash,Sulawesi,Offline
TX-14336,2026-03-20,CUST-0175,Groceries,Indomie Goreng 1 Dus,3,115000,0,345000,GoPay,Jabodetabek,Offline
TX-14337,2026-03-20,CUST-0714,Fashion,Kaos Polos Cotton,2,85000,5000,165000,Transfer BCA,Jawa Barat,Online
TX-14338,2026-03-20,CUST-0604,Fashion,Hijab Voal Square,3,45000,0,135000,GoPay,Jabodetabek,Online
TX-14339,2026-03-20,CUST-0658,Fashion,Kemeja Batik Pria,2,180000,5000,355000,Cash,Jabodetabek,Offline
TX-14340,2026-03-20,CUST-0770,Groceries,Beras Premium 5kg,5,74000,5000,365000,ShopeePay,Jabodetabek,Online
TX-14341,2026-03-20,CUST-0910,Fashion,Celana Chino Slimfit,3,195000,0,585000,GoPay,Jabodetabek,Online
TX-14342,2026-03-20,CUST-0968,Groceries,Beras Premium 5kg,3,74000,5000,217000,OVO,Sulawesi,Online
TX-14343,2026-03-20,CUST-0081,Fashion,Kemeja Batik Pria,3,180000,20000,520000,Cash,Jawa Tengah,Offline
TX-14344,2026-03-20,CUST-0318,Fashion,Kaos Polos Cotton,2,85000,15000,155000,GoPay,Jawa Barat,Online
TX-14345,2026-03-20,CUST-0983,Groceries,Indomie Goreng 1 Dus,4,115000,10000,450000,GoPay,Jabodetabek,Offline
TX-14346,2026-03-20,CUST-0928,Fashion,Kemeja Batik Pria,1,180000,0,180000,OVO,Sumatera,Offline
TX-14347,2026-03-20,CUST-0662,Home Living,Sprei Microfiber King,4,145000,15000,565000,Transfer BCA,Jabodetabek,Online
TX-14348,2026-03-20,CUST-0529,Fashion,Kemeja Batik Pria,1,180000,10000,170000,Cash,Jawa Timur,Offline
TX-14349,2026-03-20,CUST-0088,Groceries,Beras Premium 5kg,1,74000,5000,69000,ShopeePay,Jawa Tengah,Online
TX-14350,2026-03-20,CUST-0963,Groceries,Indomie Goreng 1 Dus,2,115000,5000,225000,Credit Card,Sumatera,Offline
TX-14351,2026-03-20,CUST-0716,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Cash,Jabodetabek,Offline
TX-14352,2026-03-20,CUST-0516,Groceries,Kopi Susu Aren 1L,3,65000,0,195000,Cash,Jawa Barat,Offline
TX-14353,2026-03-20,CUST-0343,Fashion,Kemeja Batik Pria,2,180000,20000,340000,OVO,Jabodetabek,Offline
TX-14354,2026-03-20,CUST-0666,Fashion,Kaos Polos Cotton,3,85000,5000,250000,Cash,Jabodetabek,Offline
TX-14355,2026-03-20,CUST-0608,Fashion,Kemeja Batik Pria,2,180000,10000,350000,Transfer BCA,Jawa Timur,Offline
TX-14356,2026-03-20,CUST-0148,Electronics,"Smart TV Xiaomi 32""",2,1990000,15000,3965000,Cash,Jawa Barat,Offline
TX-14357,2026-03-20,CUST-0577,Groceries,Sirup Cocopandan,4,22000,20000,68000,Transfer BCA,Jabodetabek,Offline
TX-14358,2026-03-20,CUST-0715,Groceries,Susu UHT Cokelat 1L,2,18500,10000,27000,Credit Card,Jabodetabek,Offline
TX-14359,2026-03-20,CUST-0217,Groceries,Susu UHT Cokelat 1L,2,18500,11100,25900,GoPay,Jawa Barat,Online
TX-14360,2026-03-20,CUST-0530,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Credit Card,Jawa Tengah,Offline
TX-14361,2026-03-20,CUST-0421,Groceries,Kopi Susu Aren 1L,3,65000,10000,185000,Transfer BCA,Sumatera,Offline
TX-14362,2026-03-20,CUST-0312,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,GoPay,Jabodetabek,Offline
TX-14363,2026-03-20,CUST-0617,Groceries,Minyak Goreng 2L,1,38000,5000,33000,Transfer BCA,Jawa Barat,Offline
TX-14364,2026-03-20,CUST-0819,Fashion,Hijab Voal Square,1,45000,0,45000,GoPay,Jabodetabek,Online
TX-14365,2026-03-20,CUST-0281,Fashion,Gamis Muslimah Premium,3,350000,15000,1035000,Transfer BCA,Sumatera,Online
TX-14366,2026-03-20,CUST-0599,Groceries,Indomie Goreng 1 Dus,7,115000,10000,795000,GoPay,Jawa Barat,Offline
TX-14367,2026-03-20,CUST-0686,Fashion,Kaos Polos Cotton,2,85000,15000,155000,GoPay,Kalimantan,Offline
TX-14368,2026-03-20,CUST-0980,Fashion,Kaos Polos Cotton,1,85000,5000,80000,Transfer BCA,Jawa Tengah,Offline
TX-14369,2026-03-20,CUST-0418,Electronics,Blender Miyako,3,280000,5000,835000,Transfer BCA,Jabodetabek,Offline
TX-14370,2026-03-20,CUST-0450,Fashion,Celana Chino Slimfit,3,195000,5000,580000,GoPay,Jawa Barat,Online
TX-14371,2026-03-20,CUST-0900,Fashion,Hijab Voal Square,2,45000,15000,75000,OVO,Sumatera,Online
TX-14372,2026-03-20,CUST-0939,Groceries,Kopi Susu Aren 1L,5,65000,10000,315000,Cash,Jabodetabek,Offline
TX-14373,2026-03-20,CUST-0623,Fashion,Celana Chino Slimfit,3,195000,5000,580000,Transfer BCA,Jawa Barat,Offline
TX-14374,2026-03-20,CUST-0119,Fashion,Gamis Muslimah Premium,3,350000,15000,1035000,Cash,Jabodetabek,Offline
TX-14375,2026-03-20,CUST-0961,Groceries,Indomie Goreng 1 Dus,4,115000,20000,440000,Cash,Jabodetabek,Offline
TX-14376,2026-03-20,CUST-0058,Electronics,Kipas Angin Cosmos,3,320000,0,960000,GoPay,Jawa Barat,Offline
TX-14377,2026-03-20,CUST-0302,Groceries,Minyak Goreng 2L,3,38000,10000,104000,Cash,Jabodetabek,Offline
TX-14378,2026-03-20,CUST-0622,Fashion,Kaos Polos Cotton,2,85000,15000,155000,Transfer BCA,Jabodetabek,Offline
TX-14379,2026-03-20,CUST-0135,Home Living,Sprei Microfiber King,2,145000,0,290000,Transfer BCA,Sulawesi,Online
TX-14380,2026-03-20,CUST-0453,Fashion,Gamis Muslimah Premium,1,350000,0,350000,OVO,Jabodetabek,Online
TX-14381,2026-03-20,CUST-0978,Groceries,Indomie Goreng 1 Dus,5,115000,0,575000,OVO,Jawa Timur,Offline
TX-14382,2026-03-20,CUST-0136,Groceries,Sirup Cocopandan,4,22000,5000,83000,Cash,Jawa Barat,Offline
TX-14383,2026-03-20,CUST-0122,Fashion,Kaos Polos Cotton,4,85000,5000,335000,GoPay,Sulawesi,Offline
TX-14384,2026-03-20,CUST-0924,Groceries,Sirup Cocopandan,6,22000,20000,112000,GoPay,Jabodetabek,Online
TX-14385,2026-03-20,CUST-0397,Groceries,Sirup Cocopandan,5,22000,0,110000,GoPay,Jawa Barat,Offline
TX-14386,2026-03-20,CUST-0772,Fashion,Kemeja Batik Pria,3,180000,0,540000,OVO,Kalimantan,Online
TX-14387,2026-03-20,CUST-0982,Groceries,Beras Premium 5kg,3,74000,5000,217000,Cash,Jawa Timur,Offline
TX-14388,2026-03-20,CUST-0743,Groceries,Kopi Susu Aren 1L,4,65000,15000,245000,Cash,Jawa Timur,Offline
TX-14389,2026-03-20,CUST-0547,Groceries,Beras Premium 5kg,3,74000,15000,207000,Credit Card,Sumatera,Offline
TX-14390,2026-03-20,CUST-0252,Fashion,Gamis Muslimah Premium,2,350000,0,700000,Credit Card,Jabodetabek,Offline
TX-14391,2026-03-20,CUST-0032,Groceries,Indomie Goreng 1 Dus,6,115000,0,690000,GoPay,Jabodetabek,Offline
TX-14392,2026-03-20,CUST-0548,Groceries,Indomie Goreng 1 Dus,4,115000,5000,455000,GoPay,Jabodetabek,Offline
TX-14393,2026-03-20,CUST-0292,Home Living,Bantal Kepala Serat Silikon,5,60000,0,300000,Cash,Sulawesi,Offline
TX-14394,2026-03-20,CUST-0792,Fashion,Celana Chino Slimfit,1,195000,20000,175000,OVO,Jawa Tengah,Online
TX-14395,2026-03-20,CUST-0749,Groceries,Sirup Cocopandan,6,22000,10000,122000,Cash,Jawa Tengah,Offline
TX-14396,2026-03-20,CUST-0123,Groceries,Kopi Susu Aren 1L,1,65000,0,65000,Transfer BCA,Jabodetabek,Online
TX-14397,2026-03-20,CUST-0311,Groceries,Susu UHT Cokelat 1L,2,18500,11100,25900,OVO,Jawa Barat,Offline
TX-14398,2026-03-20,CUST-0468,Groceries,Kopi Susu Aren 1L,4,65000,0,260000,GoPay,Jawa Timur,Online
TX-14399,2026-03-20,CUST-0390,Groceries,Sirup Cocopandan,4,22000,0,88000,GoPay,Jawa Timur,Offline
TX-14400,2026-03-20,CUST-0940,Fashion,Hijab Voal Square,2,45000,0,90000,Transfer BCA,Jawa Tengah,Offline
TX-14401,2026-03-20,CUST-0626,Groceries,Susu UHT Cokelat 1L,3,18500,16650,38850,Cash,Jawa Barat,Offline
TX-14402,2026-03-20,CUST-0283,Electronics,Kipas Angin Cosmos,2,320000,0,640000,Cash,Jabodetabek,Offline
TX-14403,2026-03-20,CUST-0199,Electronics,Air Fryer Philips,2,1200000,15000,2385000,OVO,Jawa Timur,Online
TX-14404,2026-03-20,CUST-0866,Groceries,Kopi Susu Aren 1L,2,65000,10000,120000,Transfer BCA,Jawa Tengah,Online
TX-14405,2026-03-20,CUST-0862,Fashion,Kemeja Batik Pria,1,180000,15000,165000,OVO,Jabodetabek,Online
TX-14406,2026-03-20,CUST-0675,Electronics,Kipas Angin Cosmos,3,320000,0,960000,Cash,Sulawesi,Offline
TX-14407,2026-03-20,CUST-0067,Groceries,Minyak Goreng 2L,3,38000,20000,94000,GoPay,Sumatera,Offline
TX-14408,2026-03-20,CUST-0239,Groceries,Beras Premium 5kg,2,74000,15000,133000,Cash,Jabodetabek,Offline
TX-14409,2026-03-20,CUST-0064,Groceries,Sirup Cocopandan,7,22000,0,154000,GoPay,Jawa Barat,Online
TX-14410,2026-03-20,CUST-0078,Electronics,"Smart TV Xiaomi 32""",3,1990000,5000,5965000,Transfer BCA,Sumatera,Offline
TX-14411,2026-03-21,CUST-0415,Fashion,Gamis Muslimah Premium,3,350000,0,1050000,Credit Card,Jawa Tengah,Online
TX-14412,2026-03-21,CUST-0433,Fashion,Kaos Polos Cotton,2,85000,0,170000,Cash,Jawa Barat,Offline
TX-14413,2026-03-21,CUST-0519,Groceries,Beras Premium 5kg,2,74000,0,148000,ShopeePay,Sumatera,Online
TX-14414,2026-03-21,CUST-0475,Fashion,Hijab Voal Square,1,45000,13500,31500,GoPay,Jabodetabek,Offline
TX-14415,2026-03-21,CUST-0686,Groceries,Susu UHT Cokelat 1L,3,18500,0,55500,Cash,Jawa Tengah,Offline
TX-14416,2026-03-21,CUST-0659,Fashion,Celana Chino Slimfit,1,195000,15000,180000,GoPay,Jawa Tengah,Offline
TX-14417,2026-03-21,CUST-0385,Fashion,Kemeja Batik Pria,1,180000,15000,165000,ShopeePay,Jabodetabek,Online
TX-14418,2026-03-21,CUST-0278,Electronics,Kipas Angin Cosmos,2,320000,0,640000,ShopeePay,Jabodetabek,Online
TX-14419,2026-03-21,CUST-0332,Groceries,Susu UHT Cokelat 1L,2,18500,0,37000,Transfer BCA,Jawa Barat,Online
TX-14420,2026-03-21,CUST-0303,Fashion,Kaos Polos Cotton,3,85000,0,255000,Cash,Jawa Timur,Offline
TX-14421,2026-03-21,CUST-0265,Electronics,Kipas Angin Cosmos,1,320000,0,320000,Cash,Jawa Timur,Offline
